Author,AvgDailyMessageCount,YearMonth,Hour
liquidsprit,1.0,2021-09,5
liorgog,1.0,2019-12,6
lonicerax#0772,1.0,2022-02,4
lonis,1.0,2022-01,3
loolier,1.0,2021-05,23
jorenste,1.0,2022-01,1
luizcdc,1.0,2022-06,4
luis3142,1.0,2022-04,20
luhmonie#0120,1.0,2022-07,5
luckyu5891,1.0,2021-10,9
luck#7413,1.0,2022-07,5
luci_moore#5594,1.0,2021-06,4
lucentio.,1.0,2021-11,19
lucca7844,1.0,2021-08,13
lucas34#2449,1.0,2022-07,22
lucamilanese90,1.0,2021-06,23
lord_darkcat,1.0,2022-08,6
lu_min,1.0,2019-10,23
lu1810,1.0,2022-03,15
lovelylocks.,1.0,2022-04,3
loveamy#4918,1.0,2022-07,5
louisktrckk22#2208,1.0,2022-01,10
lordteabag,1.0,2021-11,1
lordsbeck,1.0,2022-05,16
lordmustang7,1.0,2021-11,0
lordmesei,1.0,2021-12,6
maluy31#4906,1.0,2021-06,23
mambala#0294,1.0,2021-05,13
mehmeterkcn,1.0,2021-10,3
mash2324,1.0,2021-03,20
maxwealth,1.0,2022-06,7
maxou1817,1.0,2021-08,18
max7778730,1.0,2022-06,18
max121sa#3483,1.0,2021-10,15
mavon33368#4563,1.0,2021-05,3
mausterio4s,1.0,2021-05,5
maurex_moon,1.0,2022-02,22
maulbeere,1.0,2022-08,17
mattylynch#9867,1.0,2022-04,9
mattishere#3406,1.0,2021-08,10
matthewphvn,1.0,2022-03,0
matthewbradysmith,1.0,2023-04,5
matteybo,1.0,2023-11,16
matteopallotta,1.0,2022-03,9
matteoettam09,1.0,2022-07,0
matsur_d,1.0,2022-07,20
matlock90#9735,1.0,2021-10,17
matdrakonov4847,1.0,2022-04,14
masterprollc38,1.0,2021-05,5
masterimdb-Anne#8065,1.0,2021-08,20
masonp,1.0,2022-07,17
mayafo2367#2711,1.0,2021-05,17
mayan_0,1.0,2021-11,15
mazo__,1.0,2022-04,0
mcummings,1.0,2022-06,21
meep#3009,1.0,2022-02,4
medhansh5704,1.0,2022-07,2
mechanism1636,1.0,2022-01,7
meazzyz8,1.0,2021-05,5
meap#1604,1.0,2022-07,5
meI#9928,1.0,2022-07,19
me0w#1086,1.0,2022-07,5
mdfk#8500,1.0,2022-07,20
mdbrad,1.0,2022-08,9
mckethanor,1.0,2021-07,2
mazshii#3099,1.0,2022-07,5
mchang_,1.0,2022-08,2
mc_ust,1.0,2022-08,10
mc22#8238,1.0,2021-11,1
mc ducky#9795,1.0,2022-07,21
mbarakalj,1.0,2022-03,12
mb4y4,1.0,2021-11,1
mb2177,1.0,2021-11,18
mb1292,1.0,2021-05,23
mazygio,1.0,2021-08,2
mashic#8622,1.0,2022-07,19
masa08382,1.0,2019-10,21
mambaless,1.0,2021-05,0
martinriomax,1.0,2021-06,3
marhali,1.0,2021-05,0
margo#9805,1.0,2022-03,15
margaret_ap,1.0,2021-06,19
mare#6324,1.0,2021-10,18
marcysia#1969,1.0,2022-07,5
marcy <$#5003,1.0,2022-07,20
marchous2222,1.0,2022-04,20
marchalongkot,1.0,2021-11,17
marc0olo,1.0,2020-06,22
marc#5523,1.0,2021-05,0
manu_bn,1.0,2019-11,23
manu#6322,1.0,2021-08,7
mantas89,1.0,2020-01,17
mans<3#1561,1.0,2022-07,21
manonthemoon3229,1.0,2021-09,15
maniforyou,1.0,2022-07,20
manicalmatt,1.0,2021-12,4
mangoc,1.0,2022-03,8
mando9999,1.0,2022-01,15
manavi#7472,1.0,2021-10,16
mamora | ape.astr#5495,1.0,2022-08,19
mari_lasilva,1.0,2021-11,11
marianne888,1.0,2022-05,20
marie987#4070,1.0,2021-08,20
markkyy <33#4813,1.0,2022-08,5
martinharrigan,1.0,2021-08,1
martinfrome17,1.0,2022-04,21
martinbrown60#4100,1.0,2022-02,2
martinbedouret,1.0,2022-04,11
martin18252,1.0,2022-02,6
marti240494,1.0,2022-06,1
marspunks.eth#8399,1.0,2021-05,8
marksimpkins,1.0,2022-02,22
markmouawad,1.0,2022-04,23
markel#5278,1.0,2022-04,4
marienor,1.0,2021-09,5
markcmn,1.0,2021-12,5
markastro02,1.0,2022-02,10
mark james#5060,1.0,2022-03,2
marjoripomarole,1.0,2022-01,2
mariusc8940,1.0,2022-08,6
marissaposner,1.0,2022-06,23
marissa#8819,1.0,2021-12,0
mariowarplayl9,1.0,2021-05,5
mariojimnh9,1.0,2021-05,5
jorgejaramillo#9193,1.0,2021-12,12
jmjm1#0477,1.0,2022-06,0
jordisegura3,1.0,2022-07,20
fernandapaixao,1.0,2023-04,18
flashtrader#3683,1.0,2021-12,18
flankensteiin,1.0,2021-05,17
flamingo_power,1.0,2022-03,20
fjall369,1.0,2022-07,5
fiwemo6392#3784,1.0,2021-12,22
fishfilet144,1.0,2022-04,17
fish#0590,1.0,2019-09,17
firstandlastname.exe,1.0,2021-06,19
firsovas1990#9598,1.0,2021-09,18
firegodloki,1.0,2021-05,19
finnabii#3411,1.0,2022-03,15
findtoni,1.0,2021-11,12
finding_blocks,1.0,2022-04,21
filippshamin#7796,1.0,2021-07,23
filipmasar,1.0,2023-06,0
fihyre8hi,1.0,2021-05,5
fiftybengt,1.0,2021-05,0
fictionofmatter#4685,1.0,2021-07,1
fib61.8,1.0,2021-09,13
fiatpsychopomp,1.0,2021-07,16
fgideoni,1.0,2021-10,10
flavscheidt,1.0,2020-06,21
flexmex1188,1.0,2022-01,19
flodisc.,1.0,2021-11,3
fragy.,1.0,2022-08,5
frasercanada,1.0,2019-10,20
frankywild,1.0,2022-03,20
frankylimon,1.0,2022-03,6
frank1962#0180,1.0,2022-04,19
franektoziomal#3793,1.0,2022-07,18
francomedin,1.0,2022-08,5
francis#5355,1.0,2022-07,22
frances#0983,1.0,2022-03,23
frame_crown,1.0,2022-07,5
fraenzib.,1.0,2021-08,6
flowcity.art,1.0,2021-08,9
foyaj82051#2888,1.0,2021-08,21
foxymojo#0747,1.0,2022-03,17
fortunata.eth,1.0,2021-12,2
foobar#5827,1.0,2021-11,16
fonzel,1.0,2022-07,0
fonsi4550,1.0,2022-01,1
fogops,1.0,2021-06,21
fo obar#8156,1.0,2019-08,2
flyer7070,1.0,2021-05,20
feynmanfan.,1.0,2022-05,16
fergonlla#1761,1.0,2022-02,4
freak4allub6,1.0,2021-05,5
fer__g,1.0,2022-08,7
faissal#2381,1.0,2022-06,21
fahimruby,1.0,2021-07,3
fahad352,1.0,2022-05,1
fafied32,1.0,2022-02,8
faded#4838,1.0,2022-07,19
facka50#6428,1.0,2021-05,13
facestomperx123,1.0,2022-08,17
fabio ariati#2636,1.0,2022-01,9
fabian Xtlv UwU#3224,1.0,2022-04,3
f.a.k.k.2,1.0,2021-06,16
ezellagarni,1.0,2021-06,18
eyegug,1.0,2020-05,11
explicatus#5215,1.0,2022-07,20
exowa#2510,1.0,2022-01,4
executer.sol,1.0,2022-07,9
excuzemylagsirnr3,1.0,2021-05,5
excalibur#9755,1.0,2020-05,17
evolution6105,1.0,2021-07,10
evle#3751,1.0,2021-06,1
evilion41,1.0,2020-03,23
evienear,1.0,2021-11,12
fales5881,1.0,2022-08,14
falke3,1.0,2022-03,0
fall_in4,1.0,2022-04,21
fbattestin,1.0,2022-08,17
fenih51771#6412,1.0,2022-01,17
femialamu,1.0,2021-11,23
felix_maria,1.0,2022-08,22
felix201812,1.0,2020-06,8
fedrdanila#8995,1.0,2021-06,23
fechuky,1.0,2022-06,22
feanorscr,1.0,2020-06,2
fcksys_101,1.0,2021-08,21
fcdume,1.0,2021-09,6
fatken#5615,1.0,2021-11,6
fallen.botting,1.0,2020-10,5
faseris,1.0,2022-02,16
faseehzama,1.0,2022-07,22
farmer9043,1.0,2022-01,5
faramith_,1.0,2022-06,20
fangio_31415,1.0,2021-12,14
famulusveritasfd,1.0,2021-05,5
familymanbtc,1.0,2021-12,14
fameboy1,1.0,2021-12,22
fam7925,1.0,2022-08,2
fraviermzf,1.0,2021-05,5
free4peace,1.0,2022-05,21
evereca5,1.0,2021-05,5
gecko007.,1.0,2021-09,18
giles92,1.0,2021-05,2
gilad#0947,1.0,2021-11,19
gijoxo4681#2669,1.0,2021-05,23
gigo _ Help desk 02#8844,1.0,2021-10,1
gifthub¹⁷#5848,1.0,2022-07,19
ghwjjw#8379,1.0,2022-01,0
ghosted#6202,1.0,2022-07,5
ghost_nightm4r3,1.0,2022-08,2
gggoss_oss,1.0,2023-07,15
gggg_87,1.0,2022-04,5
getpost#9859,1.0,2022-06,15
gerrit0366,1.0,2020-06,22
germaindecomte,1.0,2022-05,2
gera86(te amo muchisimo lizz)#9962,1.0,2022-07,18
georgethms1,1.0,2022-04,1
george_koum,1.0,2022-07,1
genge,1.0,2023-07,23
geneobv,1.0,2020-09,22
geleoncaan#7290,1.0,2019-08,19
gehedi6760#2298,1.0,2021-05,17
gefol#7993,1.0,2021-07,5
giraffe#2845,1.0,2022-07,5
giran126,1.0,2021-05,18
gislejohansen,1.0,2023-02,19
goldnutter,1.0,2022-06,9
goodwilldonotdmfirst,1.0,2022-03,22
goodmorningwhale,1.0,2021-05,23
goodfaith88,1.0,2022-06,4
goodboy#7636,1.0,2020-01,17
gonzalez511,1.0,2021-11,11
gontajones#2953,1.0,2019-08,1
gonder0665,1.0,2022-01,13
golfsmith1971,1.0,2022-04,8
golfAut#5499,1.0,2022-02,20
golanov97#5577,1.0,2021-06,23
gky#0304,1.0,2022-07,18
gokunocool,1.0,2022-01,0
goku.solos#9946,1.0,2022-07,21
gogetta444,1.0,2022-07,20
godof45,1.0,2022-05,22
goatstrider,1.0,2022-04,22
gm2#0066,1.0,2022-02,22
gloria_o,1.0,2023-04,23
glori4#9940,1.0,2021-04,17
globaltraveller,1.0,2022-07,16
gee#0425,1.0,2022-04,14
gcnoise,1.0,2021-05,5
freedumbs00,1.0,2021-06,23
gbertol1.,1.0,2022-04,18
fusion6853,1.0,2022-05,9
fury2284,1.0,2021-06,22
furteiporr#7729,1.0,2022-07,21
furma99#7589,1.0,2022-01,7
fupadudeb3h,1.0,2021-05,5
funky90kid,1.0,2021-12,9
funkitronr0h,1.0,2021-05,5
fungiblefriday,1.0,2022-01,9
fundu_,1.0,2022-06,15
fukuku,1.0,2021-06,17
fuc#7806,1.0,2022-07,5
fuball2p,1.0,2021-05,5
ftx_sbf,1.0,2022-06,21
ftm12,1.0,2021-12,16
fspear,1.0,2019-08,20
friggina,1.0,2022-04,23
frenk_3_40,1.0,2022-04,16
fremmyjoop,1.0,2023-01,10
frejaerik15,1.0,2023-12,7
freepuush,1.0,2022-06,4
freefolk,1.0,2022-07,8
futurememe,1.0,2022-04,4
futurewa.,1.0,2020-10,15
fuzzycowz,1.0,2021-11,19
ganeezy,1.0,2021-05,1
gato__.,1.0,2022-08,1
gasman#2984,1.0,2022-02,4
gasa#3644,1.0,2021-06,8
garyggg,1.0,2021-12,10
garv_22,1.0,2022-04,18
gargolillas,1.0,2022-06,12
gardener88,1.0,2022-06,21
gangtiemengnan,1.0,2020-08,18
ganesh_hegde,1.0,2022-07,3
gamerbuddha,1.0,2022-07,5
fuzzynavalint.,1.0,2021-07,4
galactus8242,1.0,2021-12,20
gabwink,1.0,2021-08,0
gabriellaaaa,1.0,2022-08,1
gabriel1190,1.0,2022-03,2
gabb#8835,1.0,2022-08,2
gaayatree#2425,1.0,2021-07,19
gaVfud | okuru.xyz#6908,1.0,2022-07,21
g4bryxls#7079,1.0,2022-07,5
fyrzr,1.0,2021-12,12
everythingcrypt,1.0,2023-10,5
eux#6636,1.0,2022-07,19
gopal garg#4083,1.0,2021-08,12
dudeKai#9027,1.0,2021-09,20
eazyesphat,1.0,2023-03,20
eazybeezy.,1.0,2021-12,3
easymoney375#9710,1.0,2021-09,22
earlybirds.,1.0,2021-10,1
eamadorp,1.0,2021-05,7
eCorp#4588,1.0,2022-04,20
e.g.gaming,1.0,2022-01,2
dzuqe#8096,1.0,2020-06,22
dylann#9400,1.0,2022-07,19
dyingstatement#1265,1.0,2022-03,15
dvteo,1.0,2021-12,8
dvniel3260,1.0,2022-07,2
duubemmm,1.0,2022-07,4
dustra.,1.0,2022-02,7
dupin4183,1.0,2019-10,21
dunnowman#1543,1.0,2020-05,17
dungeon_master4227,1.0,2021-09,13
dunder_viking,1.0,2021-05,10
dunchin7#8728,1.0,2021-10,16
dukungacha,1.0,2021-05,2
duke#0481,1.0,2022-07,0
ebenezerroland,1.0,2021-07,20
ebm01,1.0,2022-06,18
ebojohn1273#9624,1.0,2022-04,22
edoroth94,1.0,2019-11,1
eeschimosu,1.0,2022-01,16
eerkaaeerkaa,1.0,2021-11,22
eeeju,1.0,2022-04,22
eeeeeeeeeeeeeeeeeeeee#2328,1.0,2022-07,5
edwardmain,1.0,2021-12,16
edward199396#4942,1.0,2021-06,23
eduardo.dgs,1.0,2021-12,12
edsphinx,1.0,2019-12,16
edra.grey,1.0,2021-05,21
edollo#1899,1.0,2021-12,12
ebum,1.0,2022-04,22
edo#0834,1.0,2021-11,19
edminbit#1809,1.0,2019-09,17
edelia3#1414,1.0,2021-12,5
eddysan,1.0,2019-08,21
eddyc_,1.0,2022-05,21
ecspellicano,1.0,2021-12,3
econphil,1.0,2022-06,19
ecoder71,1.0,2021-12,13
echothebuilder,1.0,2021-12,1
duikboot.,1.0,2022-01,10
dudeKai#7464,1.0,2021-09,20
effect6596,1.0,2021-09,20
duckgoes_quack,1.0,2022-08,6
drabdulrasheed#8259,1.0,2022-07,22
dr.jamaica,1.0,2022-01,10
dr.derb,1.0,2022-01,0
dr.alchemist22,1.0,2022-07,23
dpapaso,1.0,2022-07,5
doujiang~youtiao#0718,1.0,2021-09,14
dotzerosec,1.0,2022-06,18
dottie0806,1.0,2023-08,15
dotmarko,1.0,2022-01,8
dotefish999,1.0,2021-07,4
dos_boot,1.0,2022-04,12
dorax9,1.0,2022-03,1
dora milaje#2384,1.0,2021-12,2
donovan_admin_dev,1.0,2022-08,5
donna_mcconnell,1.0,2023-04,7
domonon.,1.0,2022-04,18
dominiqueaxyonov#1206,1.0,2021-10,21
domenicor95#6050,1.0,2022-03,21
domar2202,1.0,2022-04,5
dolores3470,1.0,2021-11,16
doktord#5824,1.0,2021-06,9
draculito,1.0,2021-03,20
dragonjet#4592,1.0,2021-12,13
dray#5465,1.0,2022-07,20
drotts#4109,1.0,2021-12,4
dubliner72190,1.0,2022-01,6
duBISTdu#5509,1.0,2022-07,19
dtn#7915,1.0,2022-07,5
dtb_,1.0,2021-06,23
dsuja,1.0,2022-04,22
ds656#9034,1.0,2022-05,5
drvalle.,1.0,2022-06,8
drs2j,1.0,2019-09,1
droxxx_,1.0,2022-08,6
dropthesats,1.0,2021-07,4
drda3094#1027,1.0,2022-05,11
droctupusbh,1.0,2021-05,5
drjohnnash,1.0,2021-12,4
dries_haev#2615,1.0,2022-07,17
drestoic,1.0,2022-05,22
dremovvitalii31#5038,1.0,2021-05,13
drehxz,1.0,2022-07,22
dreamsome,1.0,2021-12,11
drdrnick,1.0,2021-09,22
drdrej#3070,1.0,2022-04,20
efeodin,1.0,2021-12,3
efimbmouywlb,1.0,2021-05,5
eugen1usq,1.0,2021-05,5
emmaisimmaso#2768,1.0,2021-11,19
entire#3772,1.0,2021-06,14
ensorcelledGuy#8681,1.0,2021-04,3
ensarkarabudak,1.0,2021-11,5
enrico_zardini#8386,1.0,2022-04,16
enrico#7756,1.0,2022-04,1
enolve.io,1.0,2021-06,9
enoch#1357,1.0,2019-11,4
enklavaparci,1.0,2022-03,7
enjin8648,1.0,2022-02,3
enicar#1114,1.0,2021-05,17
englene,1.0,2022-07,0
enderedne,1.0,2021-11,23
encryptshawn,1.0,2021-03,1
encryptedphoton,1.0,2022-02,16
en_bor,1.0,2022-07,19
emsararara,1.0,2022-05,3
emreweb3,1.0,2023-12,22
emre60091,1.0,2021-06,3
empty#8630,1.0,2022-07,5
emoßªê#5514,1.0,2022-07,20
emon4469,1.0,2021-10,9
envyus#3975,1.0,2021-05,14
epicc.trash#4279,1.0,2022-07,19
epics╪í#1923,1.0,2022-07,5
erinjmarie#8982,1.0,2022-01,20
ethanwhooo,1.0,2021-11,13
estie.eth,1.0,2022-08,0
essentialbreads2,1.0,2021-12,7
esrikteknofil,1.0,2021-08,18
escobarave#2574,1.0,2021-10,4
ervinvincze#2457,1.0,2021-05,21
erosardor,1.0,2021-06,0
ernesto#6150,1.0,2022-01,10
erkindilekci,1.0,2022-06,0
erinjerri,1.0,2022-06,16
epsilon2.0,1.0,2022-12,18
erikps#9104,1.0,2019-12,8
erik7221#3388,1.0,2021-06,23
eric_8485,1.0,2022-02,19
eric6#6153,1.0,2021-06,0
eric-solipay#1660,1.0,2021-06,0
erenorung,1.0,2021-05,12
ere#1651,1.0,2022-07,21
erden7216,1.0,2022-05,19
eqα╝ÆSmileα╝Æ(╨₧╨╗╨╡╨│)#3343,1.0,2022-07,18
emmanuelniyi,1.0,2020-12,7
emkaezone#3071,1.0,2021-11,1
efiopchik777#0691,1.0,2021-05,13
emiraktas#6355,1.0,2022-08,1
eleloyio,1.0,2022-08,5
electrone#0906,1.0,2021-12,5
electricsavage#5853,1.0,2021-06,0
eldorado2678,1.0,2020-10,10
elbrondeah,1.0,2022-08,1
elbownes#2725,1.0,2022-07,5
el8dn8,1.0,2021-01,4
ekthelius,1.0,2022-02,3
ekosaja16#0041,1.0,2021-05,1
ekog_enyx,1.0,2022-04,2
ejayz#2275,1.0,2019-10,21
eiza#4903,1.0,2022-07,5
eina#5304,1.0,2022-07,21
eilertsen,1.0,2022-02,0
eiji3_,1.0,2022-07,20
eightarmsninebrains,1.0,2021-11,7
eherrador,1.0,2022-06,3
eharris128#1369,1.0,2020-06,22
egorovvi83#5125,1.0,2021-07,20
egorkru#0272,1.0,2021-06,23
egmmg#6060,1.0,2021-12,7
elevator123#8864,1.0,2021-10,6
elfuego44#2301,1.0,2022-05,17
eli _ez#6701,1.0,2022-07,21
elmasticator3g,1.0,2021-05,5
emil.cioran,1.0,2021-08,19
emil.ape,1.0,2022-05,22
emiel0307,1.0,2022-02,0
elyesaeleyinc,1.0,2022-06,18
elvisavis,1.0,2022-04,23
elpietroking,1.0,2022-08,5
elpatron2526,1.0,2022-08,2
elon3832,1.0,2022-03,21
elmiketesla#2728,1.0,2021-11,19
ellysha#5974,1.0,2022-07,22
eli!#2874,1.0,2022-07,5
ellyas#8206,1.0,2021-06,7
elluckynoob,1.0,2021-11,18
ellialovesjeremy#8043,1.0,2022-07,20
ell#9716,1.0,2022-07,22
elisa7158,1.0,2021-06,0
elios#5819,1.0,2022-07,19
elincodes#4981,1.0,2021-05,8
elifarmling,1.0,2021-09,6
eliasdabbas,1.0,2022-03,22
goonies#1262,1.0,2022-04,14
gorevoy#6695,1.0,2021-05,0
jordi#8934,1.0,2022-01,19
its.the.fox,1.0,2021-05,2
jackal0804112,1.0,2022-03,18
jack362#5514,1.0,2020-02,0
jacale,1.0,2022-06,4
jaaam5233,1.0,2022-08,5
jOeL__ (mPowered)#9368,1.0,2022-08,5
j4ntnyf055#6835,1.0,2021-12,9
j.#4403,1.0,2022-07,5
izzycrypto,1.0,2022-08,22
iyed#1364,1.0,2022-07,5
iyashparikh,1.0,2022-03,20
ixx0518,1.0,2022-01,19
ixeyv,1.0,2021-11,4
ix42,1.0,2022-01,21
ivywhyte,1.0,2023-11,5
ivytta,1.0,2022-08,6
ivjmwt6a7q4#0860,1.0,2021-12,21
ivelin.ivanov#2726,1.0,2021-11,0
ivanshukin1#1583,1.0,2021-06,23
ivanmilinsky9275,1.0,2021-10,4
itstim1wxg,1.0,2021-05,5
itsjust.kam#4826,1.0,2022-07,5
jackiechan0525,1.0,2022-04,12
jacksawg5,1.0,2021-05,5
jacksohne,1.0,2022-01,7
james Andy#5809,1.0,2022-07,7
janussanders#5295,1.0,2021-12,3
janek1972,1.0,2021-05,19
janebot.exe,1.0,2021-12,13
janebae,1.0,2022-03,18
jam┼éasica#3714,1.0,2022-07,19
jamin006,1.0,2022-06,8
jamie_007#0012,1.0,2022-03,10
jamesw9407,1.0,2021-11,8
james clifford#1061,1.0,2022-05,16
jakrypto.,1.0,2022-04,4
jackthedavies77777#9428,1.0,2022-01,10
jake17007#9115,1.0,2021-11,0
jake17007#2306,1.0,2021-11,0
jake.#9695,1.0,2022-08,4
jaj13#7922,1.0,2022-02,2
jain_apurva24,1.0,2023-09,1
jaikishan98,1.0,2022-08,15
jahstyle,1.0,2021-11,21
jahmanxl321,1.0,2022-03,10
jad#9144,1.0,2021-11,0
itsgift0406#0180,1.0,2021-12,21
itisgone,1.0,2021-05,23
jarosss_,1.0,2022-01,18
itheum,1.0,2021-10,22
imsomnathk,1.0,2021-06,15
impossiblehunter77,1.0,2022-01,11
impolo144d,1.0,2021-05,5
imnithin,1.0,2022-07,18
imgasoline.,1.0,2021-11,5
imd9134,1.0,2023-02,10
ilyhelos,1.0,2021-08,4
ilushi#3682,1.0,2021-08,15
illustratem#1387,1.0,2021-06,8
ilCreatura#9366,1.0,2022-07,20
ij7364,1.0,2021-12,14
iion39,1.0,2022-02,21
ihyMayami#6419,1.0,2022-07,5
ihor0732,1.0,2022-04,3
igoyard21,1.0,2021-12,4
igorFedorov204#0601,1.0,2021-12,17
iggyizzy2011,1.0,2020-01,6
ifreet_,1.0,2021-08,0
idontlikeee,1.0,2022-07,19
idontknowhatoputinhere,1.0,2022-06,21
idongkey,1.0,2022-01,16
imtherp,1.0,2021-08,21
inara_elizabeth#6474,1.0,2022-07,5
incidr,1.0,2022-05,18
ironman13th,1.0,2021-12,14
itheraelht,1.0,2021-05,5
isolation22,1.0,2021-10,11
isittrue#9362,1.0,2021-12,8
ishaansingh22,1.0,2021-10,17
isha7947,1.0,2022-08,20
ish343434,1.0,2020-09,1
isaacr7638,1.0,2020-06,16
isa_bell,1.0,2022-06,3
ironwoman#6096,1.0,2022-07,2
ip38443,1.0,2022-08,7
indxyz,1.0,2020-12,5
investifiedzac,1.0,2021-08,12
invader82xx,1.0,2021-11,20
intuitiveinvestor,1.0,2022-07,20
insumin#5770,1.0,2022-07,5
instill_peace,1.0,2021-09,10
instaeyh,1.0,2022-07,20
insideNiMA#1019,1.0,2019-12,22
innerpeace27,1.0,2022-02,11
inkko.,1.0,2022-02,23
janywins,1.0,2022-04,11
jas225,1.0,2021-06,22
ichrysakis#7505,1.0,2022-06,15
jjuyyyhgfr#0557,1.0,2021-10,0
john acquaviva l.#0383,1.0,2021-05,1
johann1308,1.0,2022-07,7
johancalk,1.0,2021-05,0
johan#8409,1.0,2019-12,20
joewrong,1.0,2021-12,21
joemsca,1.0,2021-11,10
joelytics,1.0,2022-05,16
joelhwang.,1.0,2022-06,9
joegernaut5qh9,1.0,2021-05,5
joeblow9000,1.0,2022-07,10
joe_l4136,1.0,2022-06,19
jockowy,1.0,2021-05,16
jochemla,1.0,2022-01,18
joao78,1.0,2020-11,19
joann991,1.0,2022-08,17
joan.wayne#9655,1.0,2021-05,8
jo90,1.0,2022-07,9
naxx#5256,1.0,2021-11,23
jmac1678,1.0,2022-01,1
jlnlh,1.0,2021-09,21
jklezf#7414,1.0,2021-05,5
john.squared,1.0,2022-08,0
john13ph,1.0,2021-08,2
johnkey1654,1.0,2021-10,14
jonelle0918,1.0,2022-01,17
jordanbek,1.0,2022-01,6
jordan_gallant,1.0,2022-04,0
jordan13130#5423,1.0,2021-06,17
jordan0011,1.0,2022-06,1
jonwu,1.0,2021-10,8
jonson#4637,1.0,2022-07,6
jonsimmons42,1.0,2021-11,11
jonik0893#9048,1.0,2021-06,23
jones46#2776,1.0,2021-12,0
jonathan1818_,1.0,2022-01,8
johnny do#4451,1.0,2022-03,3
jonassft,1.0,2019-12,0
jonaslund,1.0,2022-08,16
jonakoster,1.0,2022-05,19
jokicspony,1.0,2021-09,5
johnz#6934,1.0,2022-05,21
johnsonheil#0130,1.0,2021-09,19
johnson77#2932,1.0,2021-07,22
johnson5055#9018,1.0,2022-02,13
johnson101#3072,1.0,2021-12,14
jjyy1#3492,1.0,2022-04,23
jjokocza,1.0,2022-07,5
jasimo9632#7330,1.0,2021-05,17
jjm0851,1.0,2022-07,14
jenuh#9645,1.0,2022-07,5
jennyv#6022,1.0,2021-09,9
jennyhv#6848,1.0,2021-09,23
jellypie09,1.0,2021-08,22
jehu_cmdr,1.0,2022-03,21
jeffd9493,1.0,2022-05,4
jeevithaa,1.0,2022-06,22
jeergates#1742,1.0,2021-11,8
jeeaar,1.0,2019-11,21
jedb13#8263,1.0,2022-08,1
jebus7892,1.0,2020-09,19
jeanjak64,1.0,2022-06,0
jdp1275,1.0,2021-12,17
jdevoo,1.0,2021-02,16
jbdzd,1.0,2023-02,0
jb5503,1.0,2021-11,12
jayΓÜ░≡ƒî╣#4660,1.0,2022-07,5
jayzen.ashwath#0128,1.0,2021-06,12
jayneuro,1.0,2022-02,17
jayadighana,1.0,2022-03,23
jasonw1283,1.0,2020-05,13
jerk8928,1.0,2022-03,12
jerome7591,1.0,2021-07,0
jerryc#8487,1.0,2022-01,23
jigglyenough,1.0,2021-12,3
jj96,1.0,2021-12,8
jinusean,1.0,2021-09,23
jintseng,1.0,2021-04,1
jinjabreaddd,1.0,2021-06,23
jimwa#9943,1.0,2021-06,13
jimmedy,1.0,2021-12,8
jimimased,1.0,2022-03,20
jimble#3513,1.0,2021-06,19
jiloc59292#1466,1.0,2021-10,5
jgomez,1.0,2022-05,0
jerrygamer.,1.0,2023-07,22
jferg33_,1.0,2022-08,1
jezzeg#8063,1.0,2022-01,14
jeyopa7323#1230,1.0,2022-02,2
jeus591,1.0,2022-06,19
jetemangelachattetortueninja#3432,1.0,2022-07,21
jesuslagor,1.0,2021-08,2
jesusguijarro,1.0,2021-09,6
jespresto,1.0,2022-06,17
jes#8279,1.0,2021-09,21
ideas4life,1.0,2022-04,20
ichliebegianna#4937,1.0,2022-07,19
goshdarnitmax#7509,1.0,2022-06,15
hackyguru,1.0,2021-07,23
hanski#9959,1.0,2022-04,13
hangman22#4482,1.0,2021-06,23
handyhand_,1.0,2021-11,3
handsomejesus,1.0,2021-11,7
hand7872,1.0,2022-07,12
hammedb#6431,1.0,2022-02,1
hammadarshad1#1878,1.0,2021-02,19
hallucinosiswbq,1.0,2021-05,5
hallo.hbar.h,1.0,2022-06,9
halfbloodnerd,1.0,2022-01,6
hakmark__,1.0,2021-05,16
hakin0001,1.0,2021-03,9
hajime310.eth,1.0,2022-07,10
haileyo#1318,1.0,2021-09,13
hahamrha#2690,1.0,2021-12,23
hahamrha,1.0,2021-10,9
haer_dalis,1.0,2022-02,9
hadol#1098,1.0,2021-05,17
hadizios,1.0,2022-07,17
hadidahmed,1.0,2022-07,23
hadi#5606,1.0,2021-05,13
hany2161,1.0,2021-10,1
hao0734,1.0,2021-10,2
hardy#8133,1.0,2022-11,23
hashcurvekris,1.0,2021-06,8
hb_999_,1.0,2021-06,2
hazle250,1.0,2021-12,8
hazarim,1.0,2022-06,8
haykal0630,1.0,2022-06,19
haxelax,1.0,2021-12,0
hawk_paba,1.0,2023-09,0
hatzabeijl,1.0,2021-05,5
hass0,1.0,2022-05,18
hashira9841,1.0,2022-01,14
hash2t,1.0,2020-04,19
harora#3539,1.0,2021-09,13
hasann#0907,1.0,2022-07,5
harshjain0499,1.0,2020-06,3
harshilairen,1.0,2022-01,16
harsheyskisses,1.0,2022-01,16
harsh_avinash,1.0,2022-04,13
harsh12445#7641,1.0,2022-05,1
harry2#0389,1.0,2022-04,15
harrison#6368,1.0,2021-08,23
harripicks,1.0,2023-12,16
hadesy_,1.0,2021-09,0
hackneyhippie#5109,1.0,2022-02,14
hbirkdale,1.0,2021-12,0
hackercoolio,1.0,2021-07,15
grisyuk71#0214,1.0,2021-06,23
